pathway,SampleID__,genome,subpathway,tpm
sucrose_degradation,MainAutochamber.201208_E_2_5to8,20170700_S34_41,sucrose_degradation-all,0.8021739813727558
urea_degradation,MainAutochamber.201208_E_2_5to8,20170700_S35_14,urea_degradation-all,0.04092475857306695
lactose_degradation,MainAutochamber.201208_E_2_5to8,20170700_S35_18,lactose_degradation-all,0.05469657470386036
xylose_degradation,MainAutochamber.201208_E_2_5to8,20170700_S35_18,xylose_degradation-isomerase_pathway,0.4129345009174323
butanoate_fermentation,MainAutochamber.201208_E_2_5to8,20170700_S35_19,butanoate_fermentation-acetyl_coa_pathway,0.4581365499086652
ethanol_fermentation,MainAutochamber.201208_E_2_5to8,20170700_S35_19,ethanol_fermentation-all,2.17237413820245
galactose_degradation,MainAutochamber.201208_E_2_5to8,20170700_S35_19,galactose_degradation-all,0.6013433912777185
lactose_degradation,MainAutochamber.201208_E_2_5to8,20170700_S35_19,lactose_degradation-all,0.2882750289423584
sucrose_degradation,MainAutochamber.201208_E_2_5to8,20170700_S35_19,sucrose_degradation-all,0.6858213905511469
acetogenesis,MainAutochamber.201208_E_2_5to8,20170700_S35_2,acetogenesis-simple,0.06149867284103646
lactose_degradation,MainAutochamber.201208_E_2_5to8,20170700_S35_2,lactose_degradation-all,0.7576153653195866
Wood_Ljungdahl,MainAutochamber.201208_E_2_5to8,20170700_S35_8,Wood_Ljungdahl-methanogen,2.2696482399336886
glycerol_degradation,MainAutochamber.201208_E_2_5to8,3300022824_1,glycerol_degradation-glycerol,0.1688130775231151
acetogenesis,MainAutochamber.201208_E_2_5to8,3300023232_1,acetogenesis-simple,0.5223444968870085
butanoate_fermentation,MainAutochamber.201208_E_2_5to8,3300023232_1,butanoate_fermentation-acetyl_coa_pathway,0.39614200581050946
ethanol_fermentation,MainAutochamber.201208_E_2_5to8,3300023232_1,ethanol_fermentation-all,0.6307627564523448
acetogenesis,MainAutochamber.201208_E_2_5to8,3300023248_5,acetogenesis-simple,0.05144301863281144
ethanol_fermentation,MainAutochamber.201208_E_2_5to8,3300023248_5,ethanol_fermentation-all,0.03858226397460858
fructose_degradation,MainAutochamber.201208_E_2_5to8,3300023248_5,fructose_degradation-all,0.4583572960183499
sucrose_degradation,MainAutochamber.201208_E_2_5to8,3300023248_5,sucrose_degradation-all,1.004368576932639
lactose_degradation,MainAutochamber.201208_E_2_5to8,3300024238_3,lactose_degradation-all,0.10197047742343712
acetogenesis,MainAutochamber.201208_E_2_5to8,3300026366_1,acetogenesis-simple,0.479119124757857
butanoate_fermentation,MainAutochamber.201208_E_2_5to8,3300026366_1,butanoate_fermentation-acetyl_coa_pathway,0.2395595623789285
ethanol_fermentation,MainAutochamber.201208_E_2_5to8,3300026366_1,ethanol_fermentation-all,0.35933934356839276
mannose_degradation,MainAutochamber.201208_E_2_5to8,3300026366_1,mannose_degradation-all,0.02512923772030426
acetogenesis,MainAutochamber.201208_E_2_5to8,3300031726_16,acetogenesis-simple,0.0254360319655022
ethanol_fermentation,MainAutochamber.201208_E_2_5to8,3300031726_16,ethanol_fermentation-all,0.01907702397412665
butanoate_fermentation,MainAutochamber.201208_E_2_5to8,3300036901_8,butanoate_fermentation-acetyl_coa_pathway,0.01953782165466112
acetogenesis,MainAutochamber.201208_E_2_5to8,3300036929_5,acetogenesis-simple,0.04819740231528389
galactose_degradation,MainAutochamber.201208_E_2_5to8,3300036929_5,galactose_degradation-all,1.0181549341292182
lactose_degradation,MainAutochamber.201208_E_2_5to8,3300036929_5,lactose_degradation-all,0.36831609821679
sulfur_redox,MainAutochamber.201208_E_2_5to8,3300037040_8,sulfur_redox-dissimilatory_sulfur_oxidation,0.21171237691378744
Wood_Ljungdahl,MainAutochamber.201208_E_2_5to8,3300037062_11,Wood_Ljungdahl-methanogen,1.6923371173255448
hydrogenotrophic_methanogenesis,MainAutochamber.201208_E_2_5to8,3300037062_11,hydrogenotrophic_methanogenesis-all,1.8552305104739963
butanoate_fermentation,MainAutochamber.201208_E_2_5to8,3300037076_11,butanoate_fermentation-acetyl_coa_pathway,0.15199209583074846
galactose_degradation,MainAutochamber.201208_E_2_5to8,3300037076_11,galactose_degradation-all,0.06662170000266714
galactose_degradation,MainAutochamber.201208_E_2_5to8,3300037085_4,galactose_degradation-all,0.5006329689520812
lactose_degradation,MainAutochamber.201208_E_2_5to8,3300037085_4,lactose_degradation-all,0.32051623613353913
Wood_Ljungdahl,MainAutochamber.201208_E_2_5to8,3300037089_14,Wood_Ljungdahl-methanogen,0.0696591635286246
hydrogenotrophic_methanogenesis,MainAutochamber.201208_E_2_5to8,3300037089_14,hydrogenotrophic_methanogenesis-all,0.9610807259703844
Wood_Ljungdahl,MainAutochamber.201208_E_2_5to8,3300037104_19,Wood_Ljungdahl-methanogen,25.438633860873296
acetoclastic_methanogenesis,MainAutochamber.201208_E_2_5to8,3300037104_19,acetoclastic_methanogenesis-all,454.04379588916936
hydrogenotrophic_methanogenesis,MainAutochamber.201208_E_2_5to8,3300037104_21,hydrogenotrophic_methanogenesis-all,0.03218801236083917
acetogenesis,MainAutochamber.201208_E_2_5to8,3300037105_13,acetogenesis-simple,0.15408116546035658
lactate_fermentation,MainAutochamber.201208_E_2_5to8,3300037132_13,lactate_fermentation-all,1.6177316330059408
Wood_Ljungdahl,MainAutochamber.201208_E_2_5to8,3300037198_12,Wood_Ljungdahl-acetogen,0.29763460780412326
butanoate_fermentation,MainAutochamber.201208_E_2_5to8,3300037225_15,butanoate_fermentation-acetyl_coa_pathway,0.10435542450574696
glycerol_degradation,MainAutochamber.201208_E_2_5to8,3300037225_15,glycerol_degradation-glycerol,0.01921833526282389
Wood_Ljungdahl,MainAutochamber.201208_E_2_5to8,3300037225_16,Wood_Ljungdahl-acetogen,0.04503888774178796
acetogenesis,MainAutochamber.201208_E_2_5to8,3300037228_7,acetogenesis-simple,0.06355481087331528
sulfur_redox,MainAutochamber.201208_E_2_5to8,3300037239_6,sulfur_redox-dissimilatory_sulfur_oxidation,0.11967553420844644
xylose_degradation,MainAutochamber.201208_E_2_5to8,3300037241_7,xylose_degradation-isomerase_pathway,0.05232389223953765
galactose_degradation,MainAutochamber.201208_E_2_5to8,3300037355_2,galactose_degradation-all,1.5278576533944994
sucrose_degradation,MainAutochamber.201208_E_2_5to8,3300037355_2,sucrose_degradation-all,0.8359099623434952
acetogenesis,MainAutochamber.201208_E_2_5to8,3300037360_7,acetogenesis-simple,1.0417211273144316
ethanol_fermentation,MainAutochamber.201208_E_2_5to8,3300037360_7,ethanol_fermentation-all,0.7812908454858236
galactose_degradation,MainAutochamber.201208_E_2_5to8,3300037360_7,galactose_degradation-all,0.4817569177370043
galacturonic_acid_degradation,MainAutochamber.201208_E_2_5to8,3300037360_7,galacturonic_acid_degradation-all,0.07452964162899997
urea_degradation,MainAutochamber.201208_E_2_5to8,3300037360_7,urea_degradation-all,0.03992659372982141
xylose_degradation,MainAutochamber.201208_E_2_5to8,3300037360_7,xylose_degradation-isomerase_pathway,0.3243094075601532
sulfur_redox,MainAutochamber.201208_E_2_5to8,3300037361_7,sulfur_redox-assimilatory_sulfate_reduction,0.0872507543182138
sulfur_redox,MainAutochamber.201208_E_2_5to8,3300037361_7,sulfur_redox-dissimilatory_sulfur_oxidation,0.9108382164467208
Wood_Ljungdahl,MainAutochamber.201208_E_2_5to8,3300037365_14,Wood_Ljungdahl-methanogen,2.10437390856979
hydrogenotrophic_methanogenesis,MainAutochamber.201208_E_2_5to8,3300037365_14,hydrogenotrophic_methanogenesis-all,2.577012432062061
acetogenesis,MainAutochamber.201208_E_2_5to8,3300037549_11,acetogenesis-simple,0.15069825156307884
butanoate_fermentation,MainAutochamber.201208_E_2_5to8,3300037549_11,butanoate_fermentation-acetyl_coa_pathway,0.07534912578153942
butanoate_fermentation,MainAutochamber.201208_E_2_5to8,3300037549_13,butanoate_fermentation-acetyl_coa_pathway,0.01257841097745197
ethanol_fermentation,MainAutochamber.201208_E_2_5to8,3300037549_13,ethanol_fermentation-all,0.01886761646617795
acetogenesis,MainAutochamber.201208_E_2_5to8,3300038458_11,acetogenesis-simple,0.8037772270443844
galactose_degradation,MainAutochamber.201208_E_2_5to8,3300038458_11,galactose_degradation-all,0.2986041016406188
galactose_degradation,MainAutochamber.201208_E_2_5to8,3300038475_6,galactose_degradation-all,0.3133888074641214
lactate_fermentation,MainAutochamber.201208_E_2_5to8,3300038475_6,lactate_fermentation-all,0.6194017513761484
lactose_degradation,MainAutochamber.201208_E_2_5to8,3300038475_6,lactose_degradation-all,0.7130003322343854
xylose_degradation,MainAutochamber.201208_E_2_5to8,3300038475_6,xylose_degradation-isomerase_pathway,0.6062927196009918
butanoate_fermentation,MainAutochamber.201208_E_2_5to8,3300038476_2,butanoate_fermentation-acetyl_coa_pathway,0.104770217199263
Wood_Ljungdahl,MainAutochamber.201208_E_2_5to8,3300039216_15,Wood_Ljungdahl-methanogen,3.153577737724592
hydrogenotrophic_methanogenesis,MainAutochamber.201208_E_2_5to8,3300039216_15,hydrogenotrophic_methanogenesis-all,3.8740992534444247
acetogenesis,MainAutochamber.201208_E_2_5to8,Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.116_96.93_0.86,acetogenesis-simple,0.01263736686016955
ethanol_fermentation,MainAutochamber.201208_E_2_5to8,Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.151_96.12_0.92,ethanol_fermentation-all,0.04692437510425368
acetogenesis,MainAutochamber.201208_E_2_5to8,Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.64_100.00_1.08,acetogenesis-simple,0.12500462052517722
butanoate_fermentation,MainAutochamber.201208_E_2_5to8,Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.64_100.00_1.08,butanoate_fermentation-acetyl_coa_pathway,0.08949626173598965
ethanol_fermentation,MainAutochamber.201208_E_2_5to8,Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.64_100.00_1.08,ethanol_fermentation-all,0.0937534653938829
glycerol_degradation,MainAutochamber.201208_E_2_5to8,Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.64_100.00_1.08,glycerol_degradation-glycerol,0.04615884149228095
mannose_degradation,MainAutochamber.201208_E_2_5to8,Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.64_100.00_1.08,mannose_degradation-all,0.05576122822607663
xylose_degradation,MainAutochamber.201208_E_2_5to8,Bog.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.87_99.52_1.28,xylose_degradation-isomerase_pathway,0.05256391009384746
acetogenesis,MainAutochamber.201208_E_2_5to8,Bog.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.33_96.24_0.54,acetogenesis-simple,0.02593985829192699
fructose_degradation,MainAutochamber.201208_E_2_5to8,Bog.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.33_96.24_0.54,fructose_degradation-all,0.4629871676953029
galactose_degradation,MainAutochamber.201208_E_2_5to8,Bog.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.33_96.24_0.54,galactose_degradation-all,0.29381877949894225
acetogenesis,MainAutochamber.201208_E_2_5to8,Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.9_92.24_4.31,acetogenesis-simple,0.00852599136938894
galacturonic_acid_degradation,MainAutochamber.201208_E_2_5to8,Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.43_92.84_1.75,galacturonic_acid_degradation-all,0.2488905881444428
galacturonic_acid_degradation,MainAutochamber.201208_E_2_5to8,Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.126_96.49_2.19,galacturonic_acid_degradation-all,0.18005827563251742
propionate_fermentation,MainAutochamber.201208_E_2_5to8,Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.126_96.49_2.19,propionate_fermentation-succinate_pathway,0.02260144457684171
propionate_fermentation,MainAutochamber.201208_E_2_5to8,Bog.Labelled.R3.T2.F3.trimmomatic.metaspades_bin.65_95.86_0.00,propionate_fermentation-succinate_pathway,0.03187463810976007
ethanol_fermentation,MainAutochamber.201208_E_2_5to8,Bog.None.R1.T0.trimmomatic.megahit_bin.18_85.86_3.07,ethanol_fermentation-all,0.06987153902718748
urea_degradation,MainAutochamber.201208_E_2_5to8,Bog.None.R1.T0.trimmomatic.megahit_bin.233_80.97_3.18,urea_degradation-all,0.10887346698773157
sulfur_redox,MainAutochamber.201208_E_2_5to8,Bog.None.R2.T0.JGI.BFC.metaspades_bin.319_70.64_9.53,sulfur_redox-dissimilatory_sulfate_reduction,0.02372449772351707
acetogenesis,MainAutochamber.201208_E_2_5to8,Bog.None.R2.T0.JGI.BFC.metaspades_bin.50_93.75_3.45,acetogenesis-simple,0.05921839287829455
ethanol_fermentation,MainAutochamber.201208_E_2_5to8,Bog.None.R2.T0.JGI.BFC.metaspades_bin.50_93.75_3.45,ethanol_fermentation-all,0.00947802514512716
acetogenesis,MainAutochamber.201208_E_2_5to8,Bog.None.R2.T0.trimmomatic.megahit_bin.356_99.38_2.70,acetogenesis-simple,0.01280685375854568
acetogenesis,MainAutochamber.201208_E_2_5to8,Bog.None.R2.T0.trimmomatic.megahit_bin.358_96.68_6.10,acetogenesis-simple,0.0976266871178594
lactose_degradation,MainAutochamber.201208_E_2_5to8,Bog.None.R3.T0.JGI.BFC.metaspades_bin.143_78.72_9.48,lactose_degradation-all,0.5417934941115247
galacturonic_acid_degradation,MainAutochamber.201208_E_2_5to8,Bog.None.R3.T0.JGI.BFC.metaspades_bin.159_94.12_4.05,galacturonic_acid_degradation-all,0.05851369736404467
acetogenesis,MainAutochamber.201208_E_2_5to8,Bog.None.R3.T0.JGI.BFC.metaspades_bin.163_88.86_2.16,acetogenesis-simple,0.04415773564723987
ethanol_fermentation,MainAutochamber.201208_E_2_5to8,Bog.None.R3.T0.JGI.BFC.metaspades_bin.163_88.86_2.16,ethanol_fermentation-all,0.06892746548686349
acetogenesis,MainAutochamber.201208_E_2_5to8,Bog.None.R3.T0.JGI.BFC.metaspades_bin.199_96.50_2.76,acetogenesis-simple,0.08846156802118689
ethanol_fermentation,MainAutochamber.201208_E_2_5to8,Bog.None.R3.T0.JGI.BFC.metaspades_bin.199_96.50_2.76,ethanol_fermentation-all,0.06634617601589017
lactate_fermentation,MainAutochamber.201208_E_2_5to8,Bog.None.R3.T0.JGI.BFC.metaspades_bin.37_91.86_1.77,lactate_fermentation-all,0.8540819180466146
acetogenesis,MainAutochamber.201208_E_2_5to8,Bog.None.R3.T0.trimmomatic.megahit_bin.32_99.32_2.03,acetogenesis-simple,0.06177322048764824
Wood_Ljungdahl,MainAutochamber.201208_E_2_5to8,Bog.None.R3.T0.trimmomatic.megahit_bin.55_94.74_3.88,Wood_Ljungdahl-acetogen,0.05565965950435336
butanoate_fermentation,MainAutochamber.201208_E_2_5to8,Bog.None.R3.T0.trimmomatic.megahit_bin.55_94.74_3.88,butanoate_fermentation-acetyl_coa_pathway,0.03264653105543803
lactose_degradation,MainAutochamber.201208_E_2_5to8,Bog.None.R3.T0.trimmomatic.megahit_bin.83_78.97_4.55,lactose_degradation-all,0.05311208528601968
fructose_degradation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.58_99.83_0.95,fructose_degradation-all,0.43653075811271413
galactose_degradation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.58_99.83_0.95,galactose_degradation-all,0.2707207672011015
galacturonic_acid_degradation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.58_99.83_0.95,galacturonic_acid_degradation-all,0.01946315482031209
glycerol_degradation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.58_99.83_0.95,glycerol_degradation-glycerol,1.436555471527419
glycerol_degradation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.58_99.83_0.95,glycerol_degradation-glycerone,1.1807216127594045
lactate_fermentation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.58_99.83_0.95,lactate_fermentation-all,1.1494853818642004
mannose_degradation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.58_99.83_0.95,mannose_degradation-all,4.061822056670002
propionate_fermentation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.58_99.83_0.95,propionate_fermentation-succinate_pathway,1.141152705077222
sucrose_degradation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.58_99.83_0.95,sucrose_degradation-all,1.749319387374276
acetogenesis,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.65_71.70_0.05,acetogenesis-simple,0.2762479611995872
butanoate_fermentation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.65_71.70_0.05,butanoate_fermentation-acetyl_coa_pathway,1.2200228530808352
galactose_degradation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.65_71.70_0.05,galactose_degradation-all,0.3042194442599667
propionate_fermentation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.65_71.70_0.05,propionate_fermentation-succinate_pathway,0.2065650393341891
acetogenesis,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.14_99.14_0.86,acetogenesis-simple,0.01951286913658364
ethanol_fermentation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.14_99.14_0.86,ethanol_fermentation-all,0.01463465185243773
lactose_degradation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.14_99.14_0.86,lactose_degradation-all,0.10734362904411004
ethanol_fermentation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.21_87.09_0.86,ethanol_fermentation-all,0.13641586191022315
propionate_fermentation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.55_93.55_2.59,propionate_fermentation-succinate_pathway,0.06143156433581123
acetogenesis,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.69_94.23_0.86,acetogenesis-simple,0.08914379968259305
acetogenesis,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.129_89.36_9.06,acetogenesis-simple,0.02557797410816684
ethanol_fermentation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.129_89.36_9.06,ethanol_fermentation-all,0.01918348058112513
butanoate_fermentation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.145_91.02_1.42,butanoate_fermentation-acetyl_coa_pathway,0.05723657115395837
lactate_fermentation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.145_91.02_1.42,lactate_fermentation-all,0.8017911883702913
propionate_fermentation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.145_91.02_1.42,propionate_fermentation-acrylate_pathway,0.2004477970925728
butanoate_fermentation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.45_94.77_0.93,butanoate_fermentation-acetyl_coa_pathway,0.0842174739723187
butanoate_fermentation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.134_78.37_6.24,butanoate_fermentation-acetyl_coa_pathway,0.4089369461064742
propionate_fermentation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.134_78.37_6.24,propionate_fermentation-succinate_pathway,0.06270277647309846
xylose_degradation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.134_78.37_6.24,xylose_degradation-isomerase_pathway,0.36710538582705365
acetogenesis,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.139_76.75_2.07,acetogenesis-simple,0.03031463598004959
ethanol_fermentation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.139_76.75_2.07,ethanol_fermentation-all,0.02273597698503719
acetogenesis,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.122_96.77_0.86,acetogenesis-simple,0.04686679918388036
sulfur_redox,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.90_93.68_0.00,sulfur_redox-dissimilatory_sulfate_reduction,0.05774335954616444
acetogenesis,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.143_96.29_0.88,acetogenesis-simple,0.5744058602862694
butanoate_fermentation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.143_96.29_0.88,butanoate_fermentation-acetyl_coa_pathway,0.2872029301431347
glycerol_degradation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.143_96.29_0.88,glycerol_degradation-glycerol,1.2097486238134925
glycerol_degradation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.143_96.29_0.88,glycerol_degradation-glycerone,0.37113951094603226
propionate_fermentation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.143_96.29_0.88,propionate_fermentation-succinate_pathway,0.09589064770258364
butanoate_fermentation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.22_74.64_1.66,butanoate_fermentation-acetyl_coa_pathway,0.03907564330932224
butanoate_fermentation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.2_81.64_4.58,butanoate_fermentation-acetyl_coa_pathway,0.03150234490499314
urea_degradation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.2_81.64_4.58,urea_degradation-all,0.28095455973103756
butanoate_fermentation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.66_94.31_0.76,butanoate_fermentation-acetyl_coa_pathway,0.13836500782120678
acetogenesis,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.78_85.95_1.00,acetogenesis-simple,0.04342250628777252
ethanol_fermentation,MainAutochamber.201208_E_2_5to8,Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.78_85.95_1.00,ethanol_fermentation-all,0.03256687971582939
galacturonic_acid_degradation,MainAutochamber.201208_E_2_5to8,Fen.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.20_82.87_0.54,galacturonic_acid_degradation-all,0.7845755517431213
acetogenesis,MainAutochamber.201208_E_2_5to8,Fen.Labelled.R2.T1.F2.JGI.BFC.metaspades_bin.6_87.76_3.48,acetogenesis-simple,0.11345477624216582
butanoate_fermentation,MainAutochamber.201208_E_2_5to8,Fen.Labelled.R2.T1.F2.JGI.BFC.metaspades_bin.6_87.76_3.48,butanoate_fermentation-acetyl_coa_pathway,0.08372133959448395
ethanol_fermentation,MainAutochamber.201208_E_2_5to8,Fen.Labelled.R2.T1.F2.JGI.BFC.metaspades_bin.6_87.76_3.48,ethanol_fermentation-all,0.08509108218162437
acetogenesis,MainAutochamber.201208_E_2_5to8,Fen.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.27_86.00_4.84,acetogenesis-simple,0.1269687800604847
galactose_degradation,MainAutochamber.201208_E_2_5to8,Fen.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.27_86.00_4.84,galactose_degradation-all,0.19813715966211087
acetogenesis,MainAutochamber.201208_E_2_5to8,Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.11_96.90_2.95,acetogenesis-simple,0.4284870736072284
xylose_degradation,MainAutochamber.201208_E_2_5to8,Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.31_81.88_4.50,xylose_degradation-isomerase_pathway,0.2333794786244144
fructose_degradation,MainAutochamber.201208_E_2_5to8,Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.38_80.01_9.95,fructose_degradation-all,0.2995799320381372
acetogenesis,MainAutochamber.201208_E_2_5to8,Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54,acetogenesis-simple,0.4862101770639689
galactose_degradation,MainAutochamber.201208_E_2_5to8,Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54,galactose_degradation-all,0.575303535965808
lactose_degradation,MainAutochamber.201208_E_2_5to8,Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54,lactose_degradation-all,0.7961541121906821
xylose_degradation,MainAutochamber.201208_E_2_5to8,Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54,xylose_degradation-isomerase_pathway,1.033036452990802
acetogenesis,MainAutochamber.201208_E_2_5to8,Fen.Labelled.R2.T3.F3.trimmomatic.megahit_bin.35_81.52_0.00,acetogenesis-simple,5.135187873667674
lactate_fermentation,MainAutochamber.201208_E_2_5to8,Fen.Labelled.R2.T3.F3.trimmomatic.megahit_bin.35_81.52_0.00,lactate_fermentation-all,3.6006836417577373
sulfur_redox,MainAutochamber.201208_E_2_5to8,Fen.Labelled.R2.T3.F3.trimmomatic.megahit_bin.35_81.52_0.00,sulfur_redox-assimilatory_sulfate_reduction,3.621580094742452
sulfur_redox,MainAutochamber.201208_E_2_5to8,Fen.Labelled.R2.T3.F3.trimmomatic.megahit_bin.35_81.52_0.00,sulfur_redox-dissimilatory_sulfur_oxidation,8.533621115548685
butanoate_fermentation,MainAutochamber.201208_E_2_5to8,Fen.Labelled.R2.T3.F4.trimmomatic.metaspades_bin.73_90.14_2.82,butanoate_fermentation-acetyl_coa_pathway,0.7242266891822781
ethanol_fermentation,MainAutochamber.201208_E_2_5to8,Fen.Labelled.R2.T3.F4.trimmomatic.metaspades_bin.73_90.14_2.82,ethanol_fermentation-all,2.0968634723512505
mannose_degradation,MainAutochamber.201208_E_2_5to8,Fen.Labelled.R2.T3.F4.trimmomatic.metaspades_bin.73_90.14_2.82,mannose_degradation-all,0.0746510254101547
propionate_fermentation,MainAutochamber.201208_E_2_5to8,Fen.Labelled.R2.T3.F4.trimmomatic.metaspades_bin.73_90.14_2.82,propionate_fermentation-acrylate_pathway,0.06934300998764749
propionate_fermentation,MainAutochamber.201208_E_2_5to8,Fen.Labelled.R2.T3.F4.trimmomatic.metaspades_bin.73_90.14_2.82,propionate_fermentation-succinate_pathway,0.06934300998764749
Wood_Ljungdahl,MainAutochamber.201208_E_2_5to8,Fen.Labelled.R3.T1.F1.trimmomatic.metaspades_bin.4_83.17_2.00,Wood_Ljungdahl-methanogen,6.212044444429453
